gen,sid,seed,foot_skate,path_gain_AFTER_ACTION,mm_orig,mm_corr,dmm,split
momask,003942,20335610,0.003995,0.6964,3.733,5.0229,1.2899,holdout
momask,003962,20336608,0.006866,0.7907,0.7543,1.2876,0.5332,holdout
momask,003962,20336609,0.006025,0.8244,0.6457,0.8812,0.2355,holdout
momask,003962,20336610,0.00786,0.7612,0.9014,1.3292,0.4278,holdout
momask,004037,20337608,0.001906,1.1046,5.8582,5.855,-0.0033,holdout
momask,004037,20337609,0.002388,1.0016,3.299,3.4307,0.1316,holdout
momask,004037,20337610,0.002265,1.0505,4.876,4.905,0.0291,holdout
momask,004063,20338608,0.002855,1.382,2.2104,2.094,-0.1163,holdout
momask,004063,20338609,0.002085,1.6046,2.3643,2.292,-0.0723,holdout
momask,004063,20338610,0.002575,1.4229,2.1171,1.9622,-0.1548,holdout
momask,004068,20339608,0.001774,0.956,1.8376,1.9422,0.1045,calib
momask,004068,20339609,0.001782,1.0558,2.1676,2.2294,0.0618,calib
momask,004068,20339610,0.00271,0.9124,2.7927,3.1997,0.407,calib
momask,004117,20340608,0.004621,0.8598,2.4931,2.5827,0.0896,holdout
momask,004117,20340609,0.004272,1.144,1.2003,1.242,0.0417,holdout
momask,004117,20340610,0.004571,0.9591,1.1725,1.054,-0.1186,holdout
momask,004129,20341608,0.011355,0.4985,1.585,2.0969,0.5119,calib
momask,004129,20341609,0.010038,0.5953,1.9424,2.3734,0.4309,calib
momask,004129,20341610,0.011232,0.4963,2.0999,2.7881,0.6882,calib
momask,004166,20342608,0.003506,0.7023,4.4614,5.1052,0.6438,calib
momask,004166,20342609,0.003591,0.6941,3.7079,3.8809,0.1729,calib
momask,004166,20342610,0.003425,0.7679,5.0326,5.6028,0.5702,calib
momask,004268,20343608,0.001911,1.2467,2.0366,2.0371,0.0005,calib
momask,004268,20343609,0.001769,1.0561,1.9405,1.9314,-0.0091,calib
momask,004268,20343610,0.002717,0.9483,1.5696,1.5774,0.0078,calib
momask,004270,20344608,0.002849,1.2648,8.6312,8.4658,-0.1655,calib
momask,004270,20344609,0.002862,1.1427,7.963,7.9123,-0.0507,calib
momask,004270,20344610,0.002868,1.0786,8.3392,8.3735,0.0342,calib
momask,004293,20345608,0.006809,0.8232,4.4766,5.8197,1.3431,holdout
momask,004293,20345609,0.008598,0.7981,5.429,6.1243,0.6953,holdout
momask,004293,20345610,0.007582,0.728,6.2108,6.3379,0.127,holdout
momask,004303,20346608,0.007917,0.6176,6.1115,5.7779,-0.3336,calib
momask,004303,20346609,0.006413,0.6712,5.9076,5.4775,-0.43,calib
momask,004303,20346610,0.006228,0.7413,7.36,7.0913,-0.2687,calib
momask,004320,20347608,0.007064,0.7419,1.4524,2.2547,0.8023,holdout
momask,004320,20347609,0.00703,0.7334,2.5928,3.0996,0.5069,holdout
momask,004320,20347610,0.004973,0.825,2.2356,2.6687,0.4331,holdout
momask,004350,20348608,0.00643,0.72,1.2855,1.1725,-0.113,holdout
momask,004350,20348609,0.008417,0.6644,1.7845,1.4541,-0.3304,holdout
momask,004350,20348610,0.005933,0.7038,2.1254,1.8527,-0.2727,holdout
momask,004364,20349608,0.007579,0.5888,2.1816,2.1673,-0.0144,calib
momask,004364,20349609,0.006242,0.7563,3.0302,3.0995,0.0693,calib
momask,004364,20349610,0.006213,0.6378,2.892,3.075,0.1831,calib
momask,004438,20350608,0.005692,0.7656,3.7583,4.2888,0.5305,holdout
momask,004438,20350609,0.006109,0.7081,4.3183,5.4848,1.1664,holdout
momask,004438,20350610,0.005447,0.8066,3.2447,3.8191,0.5743,holdout
momask,004504,20351608,0.009132,0.7851,2.5941,2.8587,0.2646,calib
momask,004504,20351609,0.006398,0.8909,2.6067,2.4267,-0.18,calib
momask,004504,20351610,0.004308,0.8904,1.6289,1.7025,0.0736,calib
momask,004518,20352608,0.003765,0.82,1.537,1.9919,0.455,holdout
momask,004518,20352609,0.003982,0.7658,1.7985,1.8546,0.0561,holdout
momask,004518,20352610,0.002963,0.8633,1.6743,3.6752,2.0009,holdout
momask,004601,20353608,0.002534,1.2037,2.0084,2.0654,0.057,holdout
momask,004601,20353609,0.001782,0.7402,2.3377,2.6856,0.3479,holdout
momask,004601,20353610,0.001628,0.8963,3.0576,2.718,-0.3396,holdout
momask,004605,20354608,0.005253,0.6876,3.7655,3.4883,-0.2773,calib
momask,004605,20354609,0.004344,0.7554,2.8711,2.4168,-0.4543,calib
momask,004605,20354610,0.005707,0.7342,3.5005,3.066,-0.4345,calib
momask,004645,20355608,0.004634,0.8812,1.3593,1.5091,0.1497,holdout
momask,004645,20355609,0.005928,0.8768,1.4585,1.6216,0.163,holdout
momask,004645,20355610,0.007056,0.8126,1.1111,1.2644,0.1532,holdout
momask,004679,20356608,0.001016,1.4555,4.4166,4.3798,-0.0368,calib
momask,004679,20356609,0.000998,1.4129,4.1646,4.145,-0.0197,calib
momask,004679,20356610,0.001064,1.7258,4.0245,3.9978,-0.0267,calib
momask,004680,20357608,0.004777,0.6149,1.5107,2.623,1.1123,calib
momask,004680,20357609,0.003401,0.8944,1.5735,1.5247,-0.0488,calib
momask,004680,20357610,0.003681,0.6737,1.5299,1.8792,0.3493,calib
momask,004702,20358608,0.006181,0.7439,0.7802,0.992,0.2119,calib
momask,004702,20358609,0.006565,0.7503,0.8613,1.0307,0.1694,calib
momask,004702,20358610,0.00568,0.7901,0.7741,1.1424,0.3683,calib
momask,004724,20359608,0.004983,0.8789,7.8614,7.4063,-0.4551,holdout
momask,004724,20359609,0.00485,0.8591,8.4477,8.1594,-0.2884,holdout
momask,004724,20359610,0.006656,0.6113,8.6432,7.4999,-1.1432,holdout
momask,004733,20360608,0.002314,1.0423,3.8281,3.8274,-0.0007,holdout
momask,004733,20360609,0.002516,0.886,3.5786,3.5798,0.0012,holdout
momask,004733,20360610,0.002319,0.9167,3.53,3.4834,-0.0466,holdout
momask,004823,20361608,0.000939,0.8906,3.9139,3.8532,-0.0606,calib
momask,004823,20361609,0.00113,1.4423,1.9958,2.1512,0.1554,calib
momask,004823,20361610,0.000954,1.1081,2.6958,2.734,0.0381,calib
momask,004852,20362608,0.001216,1.0106,1.9057,1.9224,0.0167,holdout
momask,004852,20362609,0.001625,0.9804,1.6212,1.5581,-0.0631,holdout
momask,004852,20362610,0.001614,0.8678,1.6177,1.5378,-0.0798,holdout
momask,004854,20363608,0.003999,0.8608,4.8255,5.077,0.2515,holdout
momask,004854,20363609,0.005771,0.7355,5.3167,5.1353,-0.1814,holdout
momask,004854,20363610,0.009486,0.6356,3.4431,3.3065,-0.1366,holdout
momask,004864,20364608,0.004731,0.7979,3.4091,3.5555,0.1464,holdout
momask,004864,20364609,0.003998,0.5038,2.1082,2.3426,0.2343,holdout
momask,004864,20364610,0.006264,1.1704,3.4947,3.3463,-0.1484,holdout
momask,004870,20365608,0.004142,0.7864,3.7023,3.7358,0.0335,holdout
momask,004870,20365609,0.003517,0.8508,2.2081,2.2309,0.0227,holdout
momask,004870,20365610,0.003953,0.8553,2.9143,2.9444,0.03,holdout
momask,004904,20366608,0.004634,0.7914,5.3325,5.1254,-0.2071,calib
momask,004904,20366609,0.005647,0.6945,5.362,4.8192,-0.5429,calib
momask,004904,20366610,0.005764,0.7323,4.948,4.7089,-0.2391,calib
momask,004975,20367608,0.002521,0.8227,5.4227,6.0404,0.6178,holdout
momask,004975,20367609,0.002876,0.7813,4.0712,5.3253,1.254,holdout
momask,004975,20367610,0.002965,0.783,6.3694,6.9318,0.5625,holdout
momask,004983,20368608,0.001497,1.3247,3.7914,3.7236,-0.0678,calib
momask,004983,20368609,0.00143,1.4922,3.6886,3.6666,-0.022,calib
momask,004983,20368610,0.001255,1.4253,3.828,3.7896,-0.0385,calib
momask,005037,20369608,0.005987,0.9724,6.6087,6.4234,-0.1853,calib
momask,005037,20369609,0.006381,0.8463,5.8354,5.6005,-0.2349,calib
momask,005037,20369610,0.006511,0.7546,5.9636,6.0216,0.058,calib
momask,005048,20370608,0.004457,0.8118,2.0473,1.8359,-0.2114,calib
momask,005048,20370609,0.003978,0.7948,1.9056,2.0587,0.1531,calib
momask,005048,20370610,0.003942,0.7837,1.8848,3.3678,1.4831,calib
momask,005084,20371608,0.005753,0.8699,3.378,3.854,0.476,calib
momask,005084,20371609,0.00446,0.8041,3.7285,4.0404,0.3119,calib
momask,005084,20371610,0.005649,0.7554,2.9125,3.7026,0.7901,calib
momask,005087,20372608,0.007276,0.7513,0.7726,0.9761,0.2035,holdout
momask,005087,20372609,0.005526,0.7745,1.0782,1.2266,0.1484,holdout
momask,005087,20372610,0.006979,0.7848,1.0879,1.247,0.1592,holdout
momask,005163,20373608,0.006489,0.7549,2.8945,3.0557,0.1612,calib
momask,005163,20373609,0.008241,0.6983,1.8276,2.2502,0.4226,calib
momask,005163,20373610,0.007239,0.8339,3.9928,4.118,0.1252,calib
momask,005278,20374608,0.00713,0.7356,2.8095,2.3858,-0.4238,holdout
momask,005278,20374609,0.006482,0.763,2.8783,2.9125,0.0342,holdout
momask,005278,20374610,0.00801,0.6946,3.3207,4.5389,1.2182,holdout
momask,005413,20375608,0.001742,1.3639,2.1335,2.1478,0.0143,calib
momask,005413,20375609,0.001912,1.365,1.4816,1.4632,-0.0184,calib
momask,005413,20375610,0.00171,1.4564,2.1845,2.1794,-0.0051,calib
momask,005445,20376608,0.007128,0.6975,1.0349,1.4591,0.4241,holdout
momask,005445,20376609,0.006471,0.7311,0.9766,1.3705,0.3939,holdout
momask,005445,20376610,0.006045,0.7669,0.8337,1.1565,0.3228,holdout
momask,005504,20377608,0.005054,0.8011,5.488,5.1954,-0.2927,holdout
momask,005504,20377609,0.003799,0.9002,5.4949,5.2922,-0.2027,holdout
momask,005504,20377610,0.004448,0.8717,5.4664,5.2109,-0.2555,holdout
momask,005519,20378608,0.007381,0.8355,5.5573,5.1297,-0.4276,calib
momask,005519,20378609,0.008274,0.7467,5.4327,5.2203,-0.2123,calib
momask,005519,20378610,0.006079,0.8276,5.9241,5.6246,-0.2995,calib
momask,005531,20379608,0.005737,0.8059,9.9992,9.4255,-0.5737,holdout
momask,005531,20379609,0.005122,0.858,8.8182,7.2218,-1.5964,holdout
momask,005531,20379610,0.005111,0.7905,8.2919,7.7715,-0.5204,holdout
momask,005537,20380608,0.000646,2.1629,2.326,1.9338,-0.3922,holdout
momask,005537,20380609,0.000681,3.9337,2.5378,1.8293,-0.7086,holdout
momask,005537,20380610,0.000611,2.3811,1.605,1.5069,-0.098,holdout
momask,005589,20381608,0.003108,2.8497,5.5248,5.7347,0.2098,calib
momask,005589,20381609,0.002723,3.658,4.9257,5.1503,0.2246,calib
momask,005589,20381610,0.002417,3.8472,4.6946,4.8517,0.1571,calib
momask,005676,20382608,0.001908,1.0662,3.5314,3.5804,0.049,calib
momask,005676,20382609,0.001735,1.1997,3.4721,3.4982,0.0261,calib
momask,005676,20382610,0.001978,1.0971,3.2483,3.27,0.0217,calib
momask,005712,20383608,0.002765,3.6282,3.2302,3.1884,-0.0418,holdout
momask,005712,20383609,0.004161,2.5573,3.3147,3.2388,-0.0759,holdout
momask,005712,20383610,0.002101,3.7134,3.0595,3.1298,0.0702,holdout
momask,005751,20384608,0.001958,1.6285,4.0387,4.0732,0.0345,holdout
momask,005751,20384609,0.00192,1.2731,4.072,4.0491,-0.0229,holdout
momask,005751,20384610,0.002065,2.0936,2.4688,2.6656,0.1968,holdout
momask,005793,20385608,0.018533,4.974,1.6835,2.0316,0.3481,calib
momask,005793,20385609,0.018241,5.8695,1.3744,1.9267,0.5523,calib
momask,005793,20385610,0.021992,7.7504,1.2562,2.2321,0.9759,calib
momask,005803,20386608,0.003373,1.0418,1.6117,1.5194,-0.0922,calib
momask,005803,20386609,0.003035,0.9156,1.7115,1.5844,-0.1272,calib
momask,005803,20386610,0.004347,1.0444,1.8722,1.8074,-0.0648,calib
momask,005818,20387608,0.006528,1.3455,4.0157,5.0931,1.0774,calib
momask,005818,20387609,0.007508,1.2455,3.2606,3.341,0.0805,calib
momask,005818,20387610,0.005773,1.2326,5.0111,4.6849,-0.3262,calib
momask,005932,20388608,0.003475,0.9606,4.0693,4.0485,-0.0208,calib
momask,005932,20388609,0.003798,0.8944,4.2941,4.3271,0.033,calib
momask,005932,20388610,0.003713,0.8095,3.9836,4.0011,0.0175,calib
momask,005933,20389608,0.002392,0.8158,4.978,5.064,0.086,holdout
momask,005933,20389609,0.001992,1.0295,4.8971,4.8932,-0.0039,holdout
momask,005933,20389610,0.002193,0.9878,4.3596,4.4486,0.089,holdout
momask,006014,20390608,0.001262,1.0182,2.1202,2.3026,0.1825,calib
momask,006014,20390609,0.003284,0.6919,1.8115,1.8843,0.0728,calib
momask,006014,20390610,0.001328,0.4992,2.1234,2.5483,0.4249,calib
momask,006033,20391608,0.004184,1.0279,4.2661,4.0487,-0.2174,calib
momask,006033,20391609,0.003074,0.8671,1.9187,1.9841,0.0655,calib
momask,006033,20391610,0.004401,1.39,4.5496,3.9978,-0.5518,calib
momask,006089,20392608,0.005032,0.7651,3.1972,3.6296,0.4323,holdout
momask,006089,20392609,0.004938,0.7686,3.9255,4.1197,0.1942,holdout
momask,006089,20392610,0.005804,0.6169,2.7273,2.6498,-0.0775,holdout
momask,006106,20393608,0.00414,0.4912,1.9517,2.8573,0.9056,holdout
momask,006106,20393609,0.002161,0.7387,3.1482,3.2078,0.0596,holdout
momask,006106,20393610,0.002455,0.8703,2.8509,3.0318,0.1809,holdout
momask,006132,20394608,0.001896,1.6376,1.369,1.3502,-0.0188,calib
momask,006132,20394609,0.001912,1.7883,1.3676,1.3627,-0.0049,calib
momask,006132,20394610,0.002,1.5709,1.4846,1.4823,-0.0022,calib
momask,006145,20395608,0.001343,1.0186,3.131,3.1004,-0.0306,calib
momask,006145,20395609,0.00149,1.2433,3.0663,3.0484,-0.0179,calib
momask,006145,20395610,0.001371,1.0978,3.0968,3.1107,0.0139,calib
momask,006185,20396608,0.005898,0.789,0.9986,1.1053,0.1066,holdout
momask,006185,20396609,0.007503,0.8135,1.1511,1.5796,0.4284,holdout
momask,006185,20396610,0.009146,0.6633,1.3643,1.1654,-0.1989,holdout
momask,006236,20397608,0.00714,0.952,1.8177,2.0483,0.2305,holdout
momask,006236,20397609,0.006339,1.029,2.1556,2.1244,-0.0311,holdout
momask,006236,20397610,0.006419,1.0751,1.5143,1.4884,-0.0259,holdout
momask,006281,20398608,0.006056,0.751,5.4982,5.5932,0.0949,calib
momask,006281,20398609,0.006745,0.8103,2.2334,1.6506,-0.5828,calib
momask,006281,20398610,0.005386,0.8869,3.3645,2.9796,-0.3849,calib
momask,006371,20399608,0.001888,1.1846,3.0839,3.0967,0.0128,holdout
momask,006371,20399609,0.001441,1.4467,2.8969,2.8722,-0.0246,holdout
momask,006371,20399610,0.001392,1.145,4.0202,3.9714,-0.0487,holdout
momask,006383,20400608,0.00581,0.8454,3.2943,3.0706,-0.2236,calib
momask,006383,20400609,0.007741,0.8222,3.0707,3.1151,0.0444,calib
momask,006383,20400610,0.007389,0.7439,3.225,3.2964,0.0713,calib
momask,006420,20401608,0.004647,0.873,3.1449,2.7595,-0.3854,calib
momask,006420,20401609,0.003376,0.7904,2.7532,2.8709,0.1177,calib
momask,006420,20401610,0.007571,0.6118,2.6602,1.7943,-0.8659,calib
momask,006426,20402608,0.009582,0.7441,6.5343,6.8527,0.3184,calib
momask,006426,20402609,0.012911,0.6861,8.6113,10.0427,1.4314,calib
momask,006426,20402610,0.00897,0.5763,5.9149,7.3777,1.4628,calib
momask,006442,20403608,0.003642,0.9238,5.9472,5.0348,-0.9124,holdout
momask,006442,20403609,0.002311,0.9961,3.3779,3.5085,0.1306,holdout
momask,006442,20403610,0.002845,0.9769,5.6424,5.4144,-0.2279,holdout
momask,006477,20404608,0.005864,0.9746,0.9773,1.9529,0.9756,holdout
momask,006477,20404609,0.00518,0.7899,1.3845,1.5056,0.121,holdout
momask,006477,20404610,0.00388,0.8779,1.2821,1.4181,0.136,holdout
momask,006521,20405608,0.002234,1.1998,4.8725,4.847,-0.0255,calib
momask,006521,20405609,0.002016,1.2197,5.67,5.6843,0.0143,calib
momask,006521,20405610,0.00245,1.0824,4.3533,4.3852,0.0319,calib
momask,006568,20406608,0.003063,0.7523,2.59,2.1738,-0.4162,holdout
momask,006568,20406609,0.003858,0.764,2.9222,2.3549,-0.5673,holdout
momask,006568,20406610,0.00316,0.8142,2.565,2.4786,-0.0864,holdout
momask,006620,20407608,0.001425,1.0012,3.131,2.9562,-0.1749,holdout
momask,006620,20407609,0.001447,0.8892,3.3085,3.403,0.0945,holdout
momask,006620,20407610,0.00167,1.0361,3.0333,2.8936,-0.1397,holdout
momask,006631,20408608,0.001705,1.0455,1.5614,1.5531,-0.0084,holdout
momask,006631,20408609,0.001912,1.0341,1.6396,1.6568,0.0172,holdout
momask,006631,20408610,0.001822,0.9819,1.5669,1.5526,-0.0143,holdout
momask,006652,20409608,0.004538,1.2985,4.1029,4.1865,0.0836,holdout
momask,006652,20409609,0.004299,1.5078,3.4811,3.5075,0.0264,holdout
momask,006652,20409610,0.004507,1.2619,3.6675,3.7927,0.1252,holdout
momask,006701,20410608,0.004205,0.72,1.1713,1.1168,-0.0544,calib
momask,006701,20410609,0.004863,0.6689,1.186,0.9077,-0.2784,calib
momask,006701,20410610,0.004316,0.7168,1.1258,0.8262,-0.2995,calib
momask,006806,20411608,0.003011,0.8817,1.392,1.7604,0.3683,calib
momask,006806,20411609,0.004864,0.7596,1.2404,1.7553,0.515,calib
momask,006806,20411610,0.005019,0.7399,1.343,2.0577,0.7147,calib
momask,006814,20412608,0.002935,1.3457,1.2172,1.5142,0.2969,calib
momask,006814,20412609,0.003887,1.0576,1.6881,1.8267,0.1386,calib
momask,006814,20412610,0.003258,1.0437,1.7075,2.0568,0.3493,calib
momask,006839,20413608,0.004854,0.8413,1.9565,1.8978,-0.0587,calib
momask,006839,20413609,0.005849,0.7726,2.9734,3.099,0.1257,calib
momask,006839,20413610,0.003772,0.8829,1.6465,1.3728,-0.2736,calib
momask,006852,20414608,0.007828,0.5331,3.8663,5.0756,1.2093,calib
momask,006852,20414609,0.007644,0.598,1.7615,3.2386,1.4771,calib
momask,006852,20414610,0.008152,0.596,3.8962,4.2785,0.3823,calib
momask,006979,20415608,0.004004,0.7123,1.7418,1.643,-0.0987,calib
momask,006979,20415609,0.007188,0.6334,1.99,1.9122,-0.0778,calib
momask,006979,20415610,0.004223,0.7106,2.4086,1.7305,-0.678,calib
momask,006980,20416608,0.004671,0.7923,1.4636,1.298,-0.1656,calib
momask,006980,20416609,0.00571,0.8354,1.7759,1.8056,0.0298,calib
momask,006980,20416610,0.00417,0.9017,1.9251,2.0792,0.1541,calib
momask,006987,20417608,0.001339,1.0667,7.314,7.3073,-0.0066,holdout
momask,006987,20417609,0.001398,1.2786,7.259,7.2397,-0.0193,holdout
momask,006987,20417610,0.001344,1.3606,7.1584,7.1701,0.0117,holdout
momask,007097,20418608,0.008415,0.7518,2.2531,2.5261,0.273,holdout
momask,007097,20418609,0.008352,0.767,2.0852,2.3375,0.2523,holdout
momask,007097,20418610,0.008167,0.86,2.4474,2.4307,-0.0167,holdout
momask,007134,20419608,0.005719,0.7787,0.7841,0.8933,0.1091,calib
momask,007134,20419609,0.005718,0.8167,0.7266,0.8141,0.0875,calib
momask,007134,20419610,0.006369,0.7681,0.8442,1.0235,0.1793,calib
momask,007314,20420608,0.004698,0.7961,1.2246,1.0738,-0.1508,calib
momask,007314,20420609,0.003578,0.7801,1.0768,0.9082,-0.1686,calib
momask,007314,20420610,0.003023,0.8839,1.1924,0.9488,-0.2436,calib
momask,007409,20421608,0.005046,0.7824,3.5916,3.5579,-0.0337,holdout
momask,007409,20421609,0.005099,0.8895,6.7958,6.4621,-0.3337,holdout
momask,007409,20421610,0.005246,0.9019,4.9284,4.8736,-0.0548,holdout
momask,007459,20422608,0.002681,1.0063,1.8578,1.8401,-0.0176,holdout
momask,007459,20422609,0.003222,0.736,1.3794,1.3398,-0.0396,holdout
momask,007459,20422610,0.002824,1.0077,1.7065,1.6987,-0.0078,holdout
momask,007540,20423608,0.001694,1.2342,0.998,0.9853,-0.0126,holdout
momask,007540,20423609,0.001659,1.3053,0.8859,0.8742,-0.0117,holdout
momask,007540,20423610,0.001834,1.0554,0.8622,0.8182,-0.044,holdout
momask,007624,20424608,0.002591,2.2794,3.3168,3.3586,0.0418,calib
momask,007624,20424609,0.003233,2.1447,3.459,3.5061,0.0471,calib
momask,007624,20424610,0.002686,2.0711,4.4414,4.4201,-0.0213,calib
momask,007626,20425608,0.00232,1.9483,6.8254,6.6032,-0.2222,calib
momask,007626,20425609,0.002069,1.8766,7.2742,6.8104,-0.4638,calib
momask,007626,20425610,0.001219,1.5841,7.1116,6.965,-0.1467,calib
momask,007675,20426608,0.002712,0.647,5.4003,3.8781,-1.5222,calib
momask,007675,20426609,0.00244,0.8677,1.9438,1.8822,-0.0615,calib
momask,007675,20426610,0.002608,0.7449,4.5338,3.8957,-0.6381,calib
momask,007695,20427608,0.00496,0.8598,5.6919,5.9475,0.2556,holdout
momask,007695,20427609,0.003496,1.0522,6.7743,6.9425,0.1682,holdout
momask,007695,20427610,0.006024,0.7287,4.3271,4.5775,0.2503,holdout
momask,007715,20428608,0.007086,0.6454,1.6587,2.1676,0.5088,calib
momask,007715,20428609,0.006082,0.7848,1.8304,2.0998,0.2694,calib
momask,007715,20428610,0.004885,0.7674,1.7531,1.8265,0.0734,calib
momask,007742,20429608,0.0018,1.5116,1.0451,1.0548,0.0097,holdout
momask,007742,20429609,0.001591,1.1644,1.0269,1.0453,0.0184,holdout
momask,007742,20429610,0.001638,0.9314,1.0352,1.042,0.0068,holdout
momask,007777,20430608,0.004708,1.1285,4.0694,4.0707,0.0012,calib
momask,007777,20430609,0.004904,0.8722,5.1379,5.0718,-0.0661,calib
momask,007777,20430610,0.005295,1.1181,5.8131,5.7425,-0.0706,calib
momask,007811,20431608,0.003251,0.9463,1.1833,1.136,-0.0474,calib
momask,007811,20431609,0.003156,0.837,1.1919,1.1258,-0.0661,calib
momask,007811,20431610,0.003982,0.7762,1.1972,1.047,-0.1502,calib
momask,008069,20432608,0.008123,0.7945,1.6943,2.5947,0.9004,holdout
momask,008069,20432609,0.008105,0.7908,1.2095,1.5646,0.3551,holdout
momask,008069,20432610,0.009582,0.7465,1.3763,1.7878,0.4115,holdout
momask,008087,20433608,0.001139,1.6562,2.6996,2.6632,-0.0364,holdout
momask,008087,20433609,0.001127,1.3583,2.789,2.7472,-0.0419,holdout
momask,008087,20433610,0.001167,1.2977,2.6901,2.6415,-0.0486,holdout
momask,008131,20434608,0.001386,1.571,2.3468,2.3668,0.02,calib
momask,008131,20434609,0.001542,1.5825,2.3558,2.3735,0.0178,calib
momask,008131,20434610,0.001529,1.3816,2.3941,2.4317,0.0377,calib
momask,008141,20435608,0.00154,1.1301,1.8898,1.8629,-0.027,calib
momask,008141,20435609,0.001479,1.1996,2.0194,2.0033,-0.0162,calib
momask,008141,20435610,0.001381,1.1579,1.9454,1.9637,0.0184,calib
momask,008152,20436608,0.002593,2.1016,3.3684,3.4857,0.1173,calib
momask,008152,20436609,0.002345,2.221,3.4837,3.5812,0.0975,calib
momask,008152,20436610,0.002482,1.7146,3.3908,3.4423,0.0515,calib
momask,008157,20437608,0.006607,0.4474,1.9998,2.5116,0.5118,calib
momask,008157,20437609,0.004766,0.9614,1.993,2.0495,0.0565,calib
momask,008157,20437610,0.005635,0.7055,1.835,2.5288,0.6938,calib
momask,008159,20438608,0.002553,0.9444,3.6966,3.8382,0.1416,holdout
momask,008159,20438609,0.002181,0.9599,3.6819,3.6442,-0.0376,holdout
momask,008159,20438610,0.002039,0.967,3.2179,3.2659,0.048,holdout
momask,008315,20439608,0.001339,0.9851,2.8651,3.0884,0.2232,holdout
momask,008315,20439609,0.001196,0.9565,3.5109,2.7323,-0.7786,holdout
momask,008315,20439610,0.001034,1.2831,5.9053,4.3582,-1.5472,holdout
momask,008333,20440608,0.003478,0.9902,6.031,6.0458,0.0148,calib
momask,008333,20440609,0.003364,0.9217,5.1849,5.1744,-0.0104,calib
momask,008333,20440610,0.005599,1.3512,1.9832,1.9711,-0.0121,calib
momask,008349,20441608,0.002139,1.3071,7.4958,7.5823,0.0864,holdout
momask,008349,20441609,0.00168,1.5113,5.8307,5.7066,-0.1241,holdout
momask,008349,20441610,0.00188,0.5421,8.6311,8.555,-0.0761,holdout
momask,008382,20442608,0.003738,1.5426,1.1754,1.0351,-0.1403,holdout
momask,008382,20442609,0.004085,1.5488,1.047,0.9856,-0.0614,holdout
momask,008382,20442610,0.004212,2.0418,1.1462,1.09,-0.0562,holdout
momask,008484,20443608,0.003363,1.1306,3.7972,3.8484,0.0512,calib
momask,008484,20443609,0.004212,0.8498,3.4443,3.5491,0.1048,calib
momask,008484,20443610,0.003678,0.8301,3.6107,3.698,0.0872,calib
momask,008517,20444608,0.001749,0.9599,1.4885,1.473,-0.0155,holdout
momask,008517,20444609,0.001779,0.954,1.528,1.4779,-0.05,holdout
momask,008517,20444610,0.001827,0.9737,1.5589,1.5516,-0.0074,holdout
momask,008528,20445608,0.003627,0.8774,1.0191,1.014,-0.0051,calib
momask,008528,20445609,0.003642,0.907,1.1695,1.2027,0.0332,calib
momask,008528,20445610,0.00375,1.1016,0.7558,0.7551,-0.0007,calib
momask,008664,20446608,0.001144,1.5373,1.9608,1.9668,0.006,calib
momask,008664,20446609,0.001292,0.9584,2.7941,2.8608,0.0666,calib
momask,008664,20446610,0.001506,0.9357,1.3229,1.3199,-0.003,calib
momask,008668,20447608,0.001473,1.2476,2.9297,2.9365,0.0068,calib
momask,008668,20447609,0.001485,1.2523,1.3944,1.3732,-0.0211,calib
momask,008668,20447610,0.001533,1.6457,1.6859,1.6813,-0.0045,calib
momask,008775,20448608,0.001968,1.3811,3.3435,3.3768,0.0333,holdout
momask,008775,20448609,0.002501,1.2015,3.3737,3.3905,0.0168,holdout
momask,008775,20448610,0.00304,1.3098,3.2891,3.2791,-0.01,holdout
momask,008853,20449608,0.00384,0.7983,6.3985,6.7619,0.3634,calib
momask,008853,20449609,0.004362,1.1838,4.8533,4.7581,-0.0952,calib
momask,008853,20449610,0.006191,1.3201,6.0473,6.6959,0.6486,calib
momask,008902,20450608,0.001387,1.2528,6.3493,6.3196,-0.0297,calib
momask,008902,20450609,0.001438,1.1224,6.9464,6.8542,-0.0922,calib
momask,008902,20450610,0.001416,1.2592,7.1459,7.1003,-0.0456,calib
momask,008904,20451608,0.004368,1.0418,1.2292,1.612,0.3829,calib
momask,008904,20451609,0.004197,0.9932,1.339,1.5113,0.1722,calib
momask,008904,20451610,0.00358,1.2449,2.9676,3.287,0.3194,calib
momask,008934,20452608,0.005892,0.7131,3.8898,3.5563,-0.3334,calib
momask,008934,20452609,0.00548,0.7582,4.2282,3.9146,-0.3136,calib
momask,008934,20452610,0.006049,0.7153,3.7973,3.5679,-0.2294,calib
momask,008936,20453608,0.018755,0.3255,5.565,6.8722,1.3072,holdout
momask,008936,20453609,0.012784,0.3798,2.0525,3.5092,1.4567,holdout
momask,008936,20453610,0.018004,0.4162,4.1267,4.3206,0.1939,holdout
momask,009041,20454608,0.006705,0.6886,1.9304,1.6784,-0.2519,calib
momask,009041,20454609,0.004678,0.7791,1.3988,1.2837,-0.1151,calib
momask,009041,20454610,0.004412,0.7932,1.9502,1.5292,-0.421,calib
momask,009123,20455608,0.001616,0.9944,4.5753,4.8001,0.2247,calib
momask,009123,20455609,0.001527,0.9254,2.0804,2.2198,0.1394,calib
momask,009123,20455610,0.004078,0.8379,4.409,4.7104,0.3014,calib
momask,009351,20456608,0.003931,0.7997,8.6299,8.8244,0.1946,holdout
