gen,sid,seed,foot_skate,gait_implied_speed,root_speed_actual,root_gait_mismatch,mismatch_ratio,contact_run_mean,contact_fraction,path_length,straightness,locomotion_intent,n_frames
motiongpt,009716,20463610,0.0029125058039769646,0.003516,0.001274,0.002242,2.76,195.0,0.9949,0.2484,0.4173,ambiguous,196
motiongpt,009727,20464608,0.008020058807079487,0.022419,0.023679,-0.00126,0.947,31.25,0.8224,3.5755,0.9563,ambiguous,152
motiongpt,009727,20464609,0.01165408944109318,0.03329,0.031433,0.001857,1.059,19.25,0.7599,4.7464,0.184,ambiguous,152
motiongpt,009727,20464610,0.0074851548434991,0.012511,0.007799,0.004712,1.604,28.67,0.8269,0.3978,0.1366,ambiguous,52
motiongpt,009749,20465608,0.0021769874263347254,0.004611,0.004285,0.000326,1.076,100.0,1.0,0.4242,0.0675,ambiguous,100
motiongpt,009749,20465609,0.0030144133423733294,0.006245,0.002526,0.003719,2.472,98.0,0.8547,0.4319,0.2625,ambiguous,172
motiongpt,009749,20465610,0.0029344362193050406,0.005428,0.003039,0.002389,1.786,116.33,0.9915,0.5318,0.4463,ambiguous,176
motiongpt,009762,20466608,0.007402405816475149,0.016509,0.012854,0.003654,1.284,41.5,0.9022,1.1697,0.0323,ambiguous,92
motiongpt,009762,20466609,0.0031350241442229623,0.003589,0.001933,0.001657,1.857,100.0,1.0,0.1914,0.3032,ambiguous,100
motiongpt,009762,20466610,0.003587536425183597,0.003791,0.001575,0.002215,2.406,68.0,1.0,0.1055,0.3018,ambiguous,68
motiongpt,009776,20467608,0.006161214108026738,0.046432,0.086911,-0.040479,0.534,9.8,0.5833,7.2136,0.789,ambiguous,84
motiongpt,009776,20467609,0.0025292174387131373,0.002611,0.000176,0.002435,14.855,44.0,1.0,0.0076,0.871,ambiguous,44
motiongpt,009776,20467610,0.015394065879421319,0.035446,0.034633,0.000813,1.023,25.0,0.9375,1.3507,0.9713,ambiguous,40
motiongpt,009924,20468608,0.006124971511345399,0.031059,0.052664,-0.021605,0.59,14.0,0.4565,4.7924,0.9523,locomotion,92
motiongpt,009924,20468609,0.008348286236203671,0.075962,0.110498,-0.034537,0.687,5.47,0.3203,14.0333,0.1757,locomotion,128
motiongpt,009924,20468610,0.005735264145109784,0.084052,0.023887,0.060165,3.519,4.75,0.0766,2.9381,0.9857,locomotion,124
motiongpt,009945,20469608,0.007937209864752146,0.046592,0.046951,-0.000359,0.992,11.15,0.6971,4.8359,0.5484,locomotion,104
motiongpt,009945,20469609,0.00842112455532864,0.024309,0.023977,0.000332,1.014,22.4,0.9333,1.4146,0.987,locomotion,60
motiongpt,009945,20469610,0.005780951303714456,0.036006,0.036627,-0.000622,0.983,16.0,0.7692,3.7726,0.993,locomotion,104
motiongpt,009996,20470608,0.003559085751941499,0.010307,0.006105,0.004201,1.688,54.0,0.675,0.9707,0.2831,ambiguous,160
motiongpt,009996,20470609,0.002408267189926376,0.002306,0.00117,0.001137,1.972,192.0,1.0,0.2234,0.9775,ambiguous,192
motiongpt,009996,20470610,0.003091708347204348,0.00328,0.000972,0.002308,3.374,192.0,1.0,0.1857,0.8352,ambiguous,192
motiongpt,010037,20471608,0.003826575094032963,0.006616,0.005093,0.001523,1.299,48.0,1.0,0.2394,0.1864,ambiguous,48
motiongpt,010037,20471609,0.007580395927763163,0.015694,0.010511,0.005183,1.493,68.0,0.9444,0.7463,0.1504,ambiguous,72
motiongpt,010037,20471610,0.008967826011676732,0.015732,0.009012,0.006721,1.746,68.0,1.0,0.6038,0.3385,ambiguous,68
motiongpt,010043,20472608,0.009632306001791956,0.021334,0.016909,0.004425,1.262,89.25,0.9917,3.0267,0.0931,ambiguous,180
motiongpt,010043,20472609,0.004338106366730732,0.005891,0.00218,0.003711,2.702,112.67,0.9389,0.3902,0.1496,ambiguous,180
motiongpt,010043,20472610,0.010256314324536647,0.021878,0.018066,0.003812,1.211,88.25,0.9806,3.2338,0.0574,ambiguous,180
motiongpt,010076,20473608,0.004520943776039295,0.013608,0.010671,0.002937,1.275,35.6,0.7417,1.2698,0.6283,in_place,120
motiongpt,010076,20473609,0.003905361715819124,0.016832,0.016247,0.000585,1.036,24.43,0.7125,1.9334,0.9146,in_place,120
motiongpt,010076,20473610,0.004597843089146883,0.014311,0.010692,0.003618,1.338,25.0,0.7292,1.2724,0.607,in_place,120
motiongpt,010116,20474608,0.008398850859562313,0.044889,0.047613,-0.002723,0.943,12.05,0.7188,8.3322,0.086,locomotion,176
motiongpt,010116,20474609,0.005588229531843473,0.016029,0.012692,0.003337,1.263,20.25,0.8265,2.4749,0.6016,locomotion,196
motiongpt,010116,20474610,0.010633983541824658,0.041532,0.042532,-0.001,0.976,17.06,0.7552,8.1236,0.3143,locomotion,192
motiongpt,010135,20475608,0.004498401825903344,0.005625,0.000546,0.00508,10.31,76.0,1.0,0.0409,0.5219,in_place,76
motiongpt,010135,20475609,0.005251116026655509,0.005652,0.000455,0.005196,12.415,76.0,1.0,0.0341,0.6799,in_place,76
motiongpt,010135,20475610,0.004692485401703038,0.006168,0.000183,0.005985,33.702,64.0,1.0,0.0115,0.4456,in_place,64
motiongpt,010142,20476608,0.003185948590664957,0.00375,0.001103,0.002648,3.401,160.0,1.0,0.1753,0.164,ambiguous,160
motiongpt,010142,20476609,0.0025380899132377392,0.004794,0.002787,0.002007,1.72,188.0,1.0,0.5212,0.0904,ambiguous,188
motiongpt,010142,20476610,0.0025380899132377392,0.004794,0.002787,0.002007,1.72,188.0,1.0,0.5212,0.0904,ambiguous,188
motiongpt,010150,20477608,0.005145524042599189,0.008737,0.004505,0.004231,1.939,196.0,1.0,0.8785,0.7516,in_place,196
motiongpt,010150,20477609,0.003257923219612475,0.00349,0.000463,0.003027,7.54,68.0,1.0,0.031,0.5546,in_place,68
motiongpt,010150,20477610,0.0027955252455332236,0.003521,0.001843,0.001679,1.911,192.0,1.0,0.352,0.5296,in_place,192
motiongpt,010161,20478608,0.0029642674597110865,0.003356,0.001019,0.002337,3.293,196.0,1.0,0.1987,0.7319,in_place,196
motiongpt,010161,20478609,0.0029642674597110865,0.003356,0.001019,0.002337,3.293,196.0,1.0,0.1987,0.7319,in_place,196
motiongpt,010161,20478610,0.0030120938458063416,0.003527,0.000792,0.002735,4.454,196.0,1.0,0.1544,0.835,in_place,196
motiongpt,010199,20479608,0.003507876869835623,0.008462,0.001624,0.006838,5.211,192.0,0.5,0.3101,0.5965,ambiguous,192
motiongpt,010199,20479609,0.00484721886588072,0.011463,0.005054,0.006409,2.268,72.25,0.7526,0.9653,0.2391,ambiguous,192
motiongpt,010199,20479610,0.009464259688023639,0.018819,0.012591,0.006228,1.495,76.0,0.9896,2.4048,0.3868,ambiguous,192
motiongpt,010226,20480608,0.005079638380104105,0.006401,0.002219,0.004182,2.884,192.0,1.0,0.4239,0.1109,ambiguous,192
motiongpt,010226,20480609,0.005156468952797923,0.008544,0.005566,0.002978,1.535,192.0,1.0,1.063,0.1493,ambiguous,192
motiongpt,010226,20480610,0.0046308777112991474,0.007069,0.00277,0.004298,2.552,196.0,1.0,0.5402,0.1165,ambiguous,196
motiongpt,010248,20481608,0.002410238449417937,0.029102,0.008589,0.020513,3.388,38.5,0.1964,1.6749,0.7451,locomotion,196
motiongpt,010248,20481609,0.000653776693902215,0.021817,0.00577,0.016047,3.781,14.0,0.0714,1.1252,0.5114,locomotion,196
motiongpt,010248,20481610,0.002410238449417937,0.029102,0.008589,0.020513,3.388,38.5,0.1964,1.6749,0.7451,locomotion,196
motiongpt,010254,20482608,0.005729327818510424,0.018974,0.006835,0.012139,2.776,21.38,0.7634,0.7586,0.1534,in_place,112
motiongpt,010254,20482609,0.0038595922550848645,0.007856,0.007885,-2.9e-05,0.996,73.2,0.9531,1.5061,0.6738,in_place,192
motiongpt,010254,20482610,0.004952007465171519,0.014684,0.010417,0.004268,1.41,57.4,0.7633,1.9479,0.1424,in_place,188
motiongpt,010315,20483608,0.007330810517948597,0.028114,0.027995,0.000119,1.004,22.89,0.8583,3.3314,0.9729,locomotion,120
motiongpt,010315,20483609,0.0007396789114888626,0.008196,0.010203,-0.002007,0.803,21.0,0.1641,1.2958,0.9004,locomotion,128
motiongpt,010315,20483610,0.01184663591034208,0.041283,0.042264,-0.000981,0.977,19.43,0.8947,3.1698,0.9849,locomotion,76
motiongpt,010388,20484608,0.005278823371302914,0.005726,0.000793,0.004933,7.219,44.0,1.0,0.0341,0.2842,ambiguous,44
motiongpt,010388,20484609,0.002781999910183328,0.006649,0.001557,0.005092,4.27,16.33,0.5568,0.067,0.6447,ambiguous,44
motiongpt,010388,20484610,0.004846944200854711,0.005472,0.000826,0.004646,6.624,40.0,1.0,0.0322,0.3143,ambiguous,40
motiongpt,010409,20485608,0.0047626620864431425,0.00814,0.005354,0.002786,1.52,88.0,1.0,0.4658,0.9632,ambiguous,88
motiongpt,010409,20485609,0.0029219435960232344,0.003974,0.002441,0.001533,1.628,88.0,1.0,0.2123,0.9924,ambiguous,88
motiongpt,010409,20485610,0.003937781474498498,0.009424,0.010738,-0.001314,0.878,40.5,0.9205,0.9342,0.9091,ambiguous,88
motiongpt,010447,20486608,0.006949702331005743,0.063576,0.07917,-0.015594,0.803,7.44,0.425,11.0046,0.3833,ambiguous,140
motiongpt,010447,20486609,0.0059521196299315,0.0131,0.005168,0.007932,2.535,9.0,0.5938,0.739,0.5163,ambiguous,144
motiongpt,010447,20486610,0.006949702331005743,0.063576,0.07917,-0.015594,0.803,7.44,0.425,11.0046,0.3833,ambiguous,140
motiongpt,010553,20487608,0.0006362094679579589,0.019684,0.02467,-0.004986,0.798,12.67,0.1159,4.0211,0.9016,locomotion,164
motiongpt,010553,20487609,0.02124487747331878,0.042557,0.004279,0.038278,9.946,9.62,0.775,0.7659,0.2221,locomotion,180
motiongpt,010553,20487610,0.0028240365087781926,0.015492,0.016981,-0.001488,0.912,29.67,0.4541,3.3113,0.6232,locomotion,196
motiongpt,010557,20488608,0.0025881451088806667,0.002949,0.000549,0.0024,5.375,60.0,1.0,0.0324,0.2194,ambiguous,60
motiongpt,010557,20488609,0.0034334368664622797,0.005401,0.003242,0.002159,1.666,110.33,0.9851,0.5414,0.6673,ambiguous,168
motiongpt,010557,20488610,0.0034334368664622797,0.005401,0.003242,0.002159,1.666,110.33,0.9851,0.5414,0.6673,ambiguous,168
motiongpt,010563,20489608,0.004600922932584123,0.0073,0.002963,0.004337,2.464,76.0,1.0,0.2222,0.1199,ambiguous,76
motiongpt,010563,20489609,0.00693347414053367,0.01322,0.008772,0.004448,1.507,88.0,1.0,0.7631,0.1171,ambiguous,88
motiongpt,010563,20489610,0.0024924850276432276,0.00262,0.000278,0.002342,9.435,40.0,1.0,0.0108,0.7418,ambiguous,40
motiongpt,010617,20490608,0.003298691897982017,0.028383,0.020118,0.008265,1.411,21.0,0.4145,3.0378,0.9789,locomotion,152
motiongpt,010617,20490609,0.003076176951459513,0.02654,0.020102,0.006437,1.32,17.0,0.4474,3.0354,0.9782,locomotion,152
motiongpt,010617,20490610,0.0033280529612033896,0.028474,0.020203,0.008271,1.409,14.5,0.3919,2.9699,0.9738,locomotion,148
motiongpt,010618,20491608,0.007983861718613107,0.016881,0.011784,0.005097,1.433,92.0,1.0,1.0723,0.2693,ambiguous,92
motiongpt,010618,20491609,0.003378737182717713,0.007076,0.004825,0.00225,1.466,84.0,1.0,0.4005,0.0687,ambiguous,84
motiongpt,010618,20491610,0.005113896957405911,0.012204,0.008416,0.003788,1.45,37.25,0.8098,0.7659,0.5528,ambiguous,92
motiongpt,010784,20492608,0.001686634890296609,0.003347,0.002405,0.000942,1.392,84.0,1.0,0.1996,0.7037,ambiguous,84
motiongpt,010784,20492609,0.005408960171429667,0.008697,0.006839,0.001858,1.272,84.0,1.0,0.5676,0.1177,ambiguous,84
motiongpt,010784,20492610,0.004829319486294323,0.005885,0.001826,0.004059,3.223,84.0,1.0,0.1516,0.0912,ambiguous,84
motiongpt,010843,20493608,0.002873989254695914,0.006399,0.000854,0.005545,7.49,192.0,0.5,0.1632,0.6343,in_place,192
motiongpt,010843,20493609,0.002790485738610472,0.006156,0.000856,0.0053,7.189,196.0,0.5,0.167,0.6562,in_place,196
motiongpt,010843,20493610,0.003073080191013236,0.006943,0.001007,0.005937,6.896,196.0,0.5,0.1963,0.4713,in_place,196
motiongpt,010938,20494608,0.0042070014614119305,0.010479,0.007505,0.002973,1.396,80.75,0.9176,1.3134,0.2124,ambiguous,176
motiongpt,010938,20494609,0.0042070014614119305,0.010479,0.007505,0.002973,1.396,80.75,0.9176,1.3134,0.2124,ambiguous,176
motiongpt,010938,20494610,0.00475276006658083,0.010591,0.007461,0.00313,1.419,105.67,0.9006,1.3057,0.1594,ambiguous,176
motiongpt,010945,20495608,0.008297193287200166,0.02907,0.02748,0.00159,1.058,24.75,0.825,3.2701,0.7918,locomotion,120
motiongpt,010945,20495609,0.008136506039788539,0.029074,0.027508,0.001566,1.057,24.88,0.8292,3.2734,0.7945,locomotion,120
motiongpt,010945,20495610,0.010813077547309273,0.03492,0.03312,0.0018,1.054,21.0,0.875,3.9413,0.8381,locomotion,120
motiongpt,010956,20496608,0.0048016919411391365,0.008633,0.001374,0.007259,6.282,58.67,0.898,0.268,0.3444,ambiguous,196
motiongpt,010956,20496609,0.004896418036662883,0.00864,0.001055,0.007585,8.186,59.0,0.9031,0.2058,0.6676,ambiguous,196
motiongpt,010956,20496610,0.0048016919411391365,0.008633,0.001374,0.007259,6.282,58.67,0.898,0.268,0.3444,ambiguous,196
motiongpt,011046,20497608,0.005079478776417443,0.04333,0.024493,0.018837,1.769,20.5,0.3271,4.5802,0.9558,locomotion,188
motiongpt,011046,20497609,0.003387219445673208,0.043995,0.022761,0.021234,1.933,11.33,0.2713,4.2563,0.9501,locomotion,188
motiongpt,011046,20497610,0.005079478776417443,0.04333,0.024493,0.018837,1.769,20.5,0.3271,4.5802,0.9558,locomotion,188
motiongpt,011101,20498608,0.006148656386975513,0.013548,0.008584,0.004963,1.578,23.75,0.6985,0.5752,0.361,ambiguous,68
motiongpt,011101,20498609,0.006148656386975513,0.013548,0.008584,0.004963,1.578,23.75,0.6985,0.5752,0.361,ambiguous,68
motiongpt,011101,20498610,0.006148656386975513,0.013548,0.008584,0.004963,1.578,23.75,0.6985,0.5752,0.361,ambiguous,68
motiongpt,011223,20499608,0.0021891864469863885,0.00272,0.000985,0.001735,2.76,156.0,1.0,0.1527,0.9804,ambiguous,156
motiongpt,011223,20499609,0.005448519986084748,0.006634,0.003281,0.003352,2.022,156.0,1.0,0.5086,0.5811,ambiguous,156
motiongpt,011223,20499610,0.010232560491105944,0.039486,0.036155,0.003331,1.092,14.78,0.8526,5.604,0.1578,ambiguous,156
motiongpt,011284,20500608,0.00619387918975465,0.034224,0.032146,0.002078,1.065,14.57,0.75,4.3397,0.9199,locomotion,136
motiongpt,011284,20500609,0.00619387918975465,0.034224,0.032146,0.002078,1.065,14.57,0.75,4.3397,0.9199,locomotion,136
motiongpt,011284,20500610,0.00619387918975465,0.034224,0.032146,0.002078,1.065,14.57,0.75,4.3397,0.9199,locomotion,136
motiongpt,011340,20501608,0.007630786827670638,0.015687,0.016718,-0.001031,0.938,34.5,0.9583,1.187,0.9905,in_place,72
motiongpt,011340,20501609,0.0075643332427670785,0.016291,0.016211,8e-05,1.005,46.0,0.9583,1.151,0.9779,in_place,72
motiongpt,011340,20501610,0.007960645444746658,0.016011,0.016801,-0.00079,0.953,34.5,0.9583,1.1929,0.9886,in_place,72
motiongpt,011397,20502608,0.0069769643088592815,0.032532,0.031273,0.00126,1.04,12.22,0.7432,4.5971,0.049,locomotion,148
motiongpt,011397,20502609,0.006859632368550958,0.03257,0.031219,0.00135,1.043,12.22,0.7432,4.5893,0.0509,locomotion,148
motiongpt,011397,20502610,0.0071052600753875265,0.032815,0.031321,0.001494,1.048,12.28,0.7466,4.6042,0.0378,locomotion,148
motiongpt,011402,20503608,0.007077238550123338,0.025248,0.03449,-0.009242,0.732,27.58,0.8444,6.7256,0.3897,locomotion,196
motiongpt,011402,20503609,0.004136566383290178,0.006817,0.005351,0.001466,1.274,129.67,0.9923,1.0434,0.0753,locomotion,196
motiongpt,011402,20503610,0.0038563482629940826,0.038059,0.036905,0.001154,1.031,12.88,0.5255,7.1964,0.2863,locomotion,196
motiongpt,011643,20504608,0.006736126178540257,0.011532,0.004972,0.006559,2.319,8.43,0.7024,0.4127,0.3854,ambiguous,84
motiongpt,011643,20504609,0.005087114056516138,0.018014,0.010749,0.007265,1.676,8.29,0.58,1.0641,0.0075,ambiguous,100
motiongpt,011643,20504610,0.0070391578408173176,0.010087,0.003192,0.006895,3.16,8.69,0.7898,0.2777,0.2567,ambiguous,88
motiongpt,011731,20505608,0.00437654688304663,0.006037,0.000761,0.005277,7.935,196.0,1.0,0.1484,0.9147,ambiguous,196
motiongpt,011731,20505609,0.004145188817001417,0.005639,0.000775,0.004865,7.281,192.0,1.0,0.1479,0.9473,ambiguous,192
motiongpt,011731,20505610,0.0038868397594302747,0.005526,0.000826,0.0047,6.688,196.0,1.0,0.1611,0.8924,ambiguous,196
motiongpt,011743,20506608,0.004826595712969343,0.006792,0.003574,0.003218,1.9,188.0,1.0,0.6684,0.4419,ambiguous,188
motiongpt,011743,20506609,0.004826595712969343,0.006792,0.003574,0.003218,1.9,188.0,1.0,0.6684,0.4419,ambiguous,188
motiongpt,011743,20506610,0.02200424220828816,0.015606,0.012866,0.00274,1.213,4.0,1.0,0.0386,0.9999,ambiguous,4
motiongpt,011797,20507608,0.005997063660758411,0.013427,0.006628,0.006799,2.026,9.25,0.5781,1.266,0.3058,ambiguous,192
motiongpt,011797,20507609,0.006007766703350777,0.012621,0.006513,0.006108,1.938,8.62,0.5833,1.2439,0.1843,ambiguous,192
motiongpt,011797,20507610,0.006005850972213864,0.013314,0.006648,0.006666,2.003,8.72,0.5677,1.2697,0.2638,ambiguous,192
motiongpt,011805,20508608,0.004629135895181506,0.014435,0.015639,-0.001204,0.923,41.5,0.9432,1.3606,0.9898,locomotion,88
motiongpt,011805,20508609,0.008315936049080944,0.035763,0.031323,0.00444,1.142,14.7,0.8352,2.7251,0.9836,locomotion,88
motiongpt,011805,20508610,0.004629135895181506,0.014435,0.015639,-0.001204,0.923,41.5,0.9432,1.3606,0.9898,locomotion,88
motiongpt,011806,20509608,0.0035830984670662362,0.021599,0.023918,-0.002319,0.903,19.5,0.7222,2.5592,0.9737,locomotion,108
motiongpt,011806,20509609,0.0035830984670662362,0.021599,0.023918,-0.002319,0.903,19.5,0.7222,2.5592,0.9737,locomotion,108
motiongpt,011806,20509610,0.005016173215281864,0.020145,0.021456,-0.001311,0.939,17.2,0.7414,2.4674,0.9589,locomotion,116
motiongpt,011823,20510608,0.004769948541136449,0.007432,0.005109,0.002324,1.455,127.67,0.977,0.9962,0.3556,ambiguous,196
motiongpt,011823,20510609,0.004769948541136449,0.007432,0.005109,0.002324,1.455,127.67,0.977,0.9962,0.3556,ambiguous,196
motiongpt,011823,20510610,0.008717326853195343,0.034683,0.034908,-0.000225,0.994,13.94,0.8045,5.4108,0.0864,ambiguous,156
motiongpt,011864,20511608,0.0043149496234467215,0.005485,0.001353,0.004133,4.055,108.0,1.0,0.1447,0.308,in_place,108
motiongpt,011864,20511609,0.0043149496234467215,0.005485,0.001353,0.004133,4.055,108.0,1.0,0.1447,0.308,in_place,108
motiongpt,011864,20511610,0.004121806813330622,0.005314,0.001295,0.00402,4.104,108.0,1.0,0.1385,0.3807,in_place,108
motiongpt,012219,20512608,0.0056601993570854605,0.018218,0.016062,0.002156,1.134,18.12,0.7398,3.1321,0.7513,ambiguous,196
motiongpt,012219,20512609,0.0056601993570854605,0.018218,0.016062,0.002156,1.134,18.12,0.7398,3.1321,0.7513,ambiguous,196
motiongpt,012219,20512610,0.0056601993570854605,0.018218,0.016062,0.002156,1.134,18.12,0.7398,3.1321,0.7513,ambiguous,196
motiongpt,012290,20513608,0.002343269082528191,0.020256,0.025464,-0.005208,0.795,30.2,0.5243,3.6414,0.9836,locomotion,144
motiongpt,012290,20513609,0.0024901013700448556,0.016755,0.030235,-0.01348,0.554,32.33,0.5052,2.8723,0.9877,locomotion,96
motiongpt,012290,20513610,0.0017487698229586856,0.01795,0.026593,-0.008644,0.675,28.8,0.5,3.8028,0.9813,locomotion,144
motiongpt,012355,20514608,0.0034534977043055967,0.014951,0.009561,0.00539,1.564,13.8,0.7841,0.4111,0.5754,ambiguous,44
motiongpt,012355,20514609,0.004890534851145683,0.008462,0.003747,0.004715,2.258,64.0,1.0,0.236,0.1423,ambiguous,64
motiongpt,012355,20514610,0.004890534851145683,0.008462,0.003747,0.004715,2.258,64.0,1.0,0.236,0.1423,ambiguous,64
motiongpt,012388,20515608,0.005615347014794715,0.03169,0.030809,0.000881,1.029,22.89,0.628,5.0219,0.989,locomotion,164
motiongpt,012388,20515609,0.014264784264628298,0.038106,0.02438,0.013726,1.563,95.75,0.977,4.7541,0.6663,locomotion,196
motiongpt,012388,20515610,0.00868634847629741,0.018288,0.013697,0.004591,1.335,192.0,1.0,2.6161,0.4463,locomotion,192
motiongpt,012400,20516608,0.006963790775213192,0.013334,0.007985,0.005349,1.67,100.0,1.0,0.7905,0.0765,ambiguous,100
motiongpt,012400,20516609,0.005028649222836729,0.01077,0.010012,0.000758,1.076,29.4,0.8352,0.8711,0.7761,ambiguous,88
motiongpt,012400,20516610,0.005028649222836729,0.01077,0.010012,0.000758,1.076,29.4,0.8352,0.8711,0.7761,ambiguous,88
motiongpt,012423,20517608,0.003783835510654518,0.00692,0.005312,0.001607,1.303,196.0,1.0,1.0359,0.3312,in_place,196
motiongpt,012423,20517609,0.003783835510654518,0.00692,0.005312,0.001607,1.303,196.0,1.0,1.0359,0.3312,in_place,196
motiongpt,012423,20517610,0.003783835510654518,0.00692,0.005312,0.001607,1.303,196.0,1.0,1.0359,0.3312,in_place,196
motiongpt,012492,20518608,0.0027527159205255974,0.0038,0.000658,0.003142,5.777,160.0,1.0,0.1046,0.8419,in_place,160
motiongpt,012492,20518609,0.002130070603623673,0.002481,0.000705,0.001776,3.52,160.0,1.0,0.1121,0.9088,in_place,160
motiongpt,012492,20518610,0.002111501524087152,0.002325,0.000667,0.001658,3.487,160.0,1.0,0.1061,0.9042,in_place,160
motiongpt,012495,20519608,0.007567316964326309,0.029137,0.033781,-0.004644,0.863,16.78,0.858,2.9389,0.9931,locomotion,88
motiongpt,012495,20519609,0.008257928154475498,0.030158,0.034366,-0.004207,0.878,19.0,0.8636,2.9898,0.9928,locomotion,88
motiongpt,012495,20519610,0.008257928154475498,0.030158,0.034366,-0.004207,0.878,19.0,0.8636,2.9898,0.9928,locomotion,88
motiongpt,012579,20520608,0.0025113653839707937,0.012723,0.005156,0.007567,2.467,23.4,0.3401,0.8817,0.5284,ambiguous,172
motiongpt,012579,20520609,0.0025113653839707937,0.012723,0.005156,0.007567,2.467,23.4,0.3401,0.8817,0.5284,ambiguous,172
motiongpt,012579,20520610,0.003187077989784144,0.012642,0.00952,0.003122,1.328,20.71,0.6042,1.1329,0.548,ambiguous,120
motiongpt,012595,20521608,0.004906353609889548,0.022911,0.024535,-0.001624,0.934,26.14,0.8472,2.6253,0.9585,locomotion,108
